authors,number of publications,Degree,Betweenness,Deg_Cent
 Ellen G Duysen,1,6,0.0,0.000358658616773268
 Ellen Gelpi,1,6,0.0,0.000358658616773268
 Elodie Durand,1,6,0.0,0.000358658616773268
 Emiliano Cè,1,6,0.0,0.000358658616773268
 Emily J Fickes-Ryan,1,6,0.0,0.000358658616773268
 Emin Oztas,1,6,0.0,0.000358658616773268
 En Kimura,1,6,0.0,0.000358658616773268
 Eng Wui Tan,1,6,0.0,0.000358658616773268
 Enric Ferrer,1,6,0.0,0.000358658616773268
 Enrica Serretiello,1,6,0.0,0.000358658616773268
 Erhard L Haus,1,6,0.0,0.000358658616773268
 Eri Sakata,1,6,0.0,0.000358658616773268
 Eric Balestre,1,6,0.0,0.000358658616773268
 Erica Bertocci,1,6,0.0,0.000358658616773268
 Erich Schmutzhard,1,6,0.0,0.000358658616773268
 Esra Tütüncü,1,6,0.0,0.000358658616773268
 Estela Pérez-Santamarina,1,6,0.0,0.000358658616773268
 Esther Castaño,1,6,0.0,0.000358658616773268
 Ethan J Duwell,1,6,0.0,0.000358658616773268
 Etsuo Niki,1,6,0.0,0.000358658616773268
 Eva S Schernhammer,1,6,0.0,0.000358658616773268
 F Bardet,1,6,0.0,0.000358658616773268
 F Baronti,1,6,0.0,0.000358658616773268
 F Bez,1,6,0.0,0.000358658616773268
 F Gielen,1,6,0.0,0.000358658616773268
 F Lena,1,6,0.0,0.000358658616773268
 F Perlík,1,6,0.0,0.000358658616773268
 F Sinclair,1,6,0.0,0.000358658616773268
 F-Y Hu,1,6,0.0,0.000358658616773268
 Fabio Monzani,1,6,0.0,0.000358658616773268
 Fangang Meng,1,6,0.0,0.000358658616773268
 Fatma Essafi,1,6,0.0,0.000358658616773268
 Fei Gao,1,6,0.0,0.000358658616773268
 Femke Vennik,1,6,0.0,0.000358658616773268
 Fernando Alvarez-Franco,1,6,0.0,0.000358658616773268
 Fernando Bartolomé,1,6,0.0,0.000358658616773268
 Fernando Eduardo Padovan-Neto,1,6,0.0,0.000358658616773268
 Fernando Jáuregui-Huerta,1,6,0.0,0.000358658616773268
 Flavia G Maia,1,6,0.0,0.000358658616773268
 Flavia di Michele,1,6,0.0,0.000358658616773268
 Fortunato Battaglia,1,6,0.0,0.000358658616773268
 Francesc Palau,1,6,0.0,0.000358658616773268
 Francesco Carella,1,6,0.0,0.000358658616773268
 Francesco Portaluppi,1,6,0.0,0.000358658616773268
 Francisco Ramírez,1,6,0.0,0.000358658616773268
 Francois Hendrikus van der Westhuizen,1,6,0.0,0.000358658616773268
 Frank de Vries,1,6,0.0,0.000358658616773268
 Frédéric Dessauge,1,6,0.0,0.000358658616773268
 Fu-Rong Yu,1,6,0.0,0.000358658616773268
 G Becker,1,6,0.0,0.000358658616773268
 G Bruce Pike,1,6,0.0,0.000358658616773268
 G Callari,1,6,0.0,0.000358658616773268
 G Cantore,1,6,0.0,0.000358658616773268
 G Gainotti,1,6,0.0,0.000358658616773268
 G Hemicker,1,6,0.0,0.000358658616773268
 G Hoogland,1,6,0.0,0.000358658616773268
 G Juckel,1,6,0.0,0.000358658616773268
 G Kenangil,1,6,0.0,0.000358658616773268
 G Koch,1,6,0.0,0.000358658616773268
 G Lopez,1,6,0.0,0.000358658616773268
 G Martella,1,6,0.0,0.000358658616773268
 G Mayer,1,6,0.0,0.000358658616773268
 G Ponterio,1,6,0.0,0.000358658616773268
 G Salemi,1,6,0.0,0.000358658616773268
 G Savettieri,1,6,0.0,0.000358658616773268
 G Sree RangaLakshmi,1,6,0.0,0.000358658616773268
 Gabriel J Sanders,1,6,0.0,0.000358658616773268
 Gabriele Zeidler,1,6,0.0,0.000358658616773268
 Garima Sarda,1,6,0.0,0.000358658616773268
 Gary R Hotton,1,6,0.0,0.000358658616773268
 Gary W Boehm,1,6,0.0,0.000358658616773268
 Georg Gruber,1,6,0.0,0.000358658616773268
 George Shih,1,6,0.0,0.000358658616773268
 Geraint Owens,1,6,0.0,0.000358658616773268
 Gerd Kempermann,1,6,0.0,0.000358658616773268
 Gerda Thomsen,1,6,0.0,0.000358658616773268
 Gerhard Klösch,1,6,0.0,0.000358658616773268
 Gerhard Tröster,1,6,0.0,0.000358658616773268
 Gesine Paul,1,6,0.0,0.000358658616773268
 Gessyca Spagnuolo,1,6,0.0,0.000358658616773268
 Ghassan Al-Barghouthy,1,6,0.0,0.000358658616773268
 Giampiero Merati,1,6,0.0,0.000358658616773268
 Gianluca Floris,1,6,0.0,0.000358658616773268
 Gilles Ryckewaert,1,6,0.0,0.000358658616773268
 Ginetta Collo,1,6,0.0,0.000358658616773268
 Giovanna Pellecchia,1,6,0.0,0.000358658616773268
 Giridher A Reddy,1,6,0.0,0.000358658616773268
 Gitte M Knudsen,1,6,0.0,0.000358658616773268
 Giulia De Vivo,1,6,0.0,0.000358658616773268
 Giulia Silvestri,1,6,0.0,0.000358658616773268
 Giulio Riboldazzi,1,6,0.0,0.000358658616773268
 Giuseppe Pasqualetti,1,6,0.0,0.000358658616773268
 Giuseppe Rengo,1,6,0.0,0.000358658616773268
 Giuseppe Rotilio,1,6,0.0,0.000358658616773268
 Glenda Margaret Halliday,1,6,0.0,0.000358658616773268
 Gloria M Cónsole,1,6,0.0,0.000358658616773268
 Godfrey H Redhi,1,6,0.0,0.000358658616773268
 Grant W Montgomery,1,6,0.0,0.000358658616773268
 Grazia Daniela Femminella,1,6,0.0,0.000358658616773268
 Gregory Porras,1,6,0.0,0.000358658616773268
 Gu Zhu,1,6,0.0,0.000358658616773268
 Guangbin Wang,1,6,0.0,0.000358658616773268
 Guanghui Tang,1,6,0.0,0.000358658616773268
 Guangwei Du,1,6,0.0,0.000358658616773268
 Guido Dentesano,1,6,0.0,0.000358658616773268
 Guillermo Ponce,1,6,0.0,0.000358658616773268
 Guiyang Liu,1,6,0.0,0.000358658616773268
 Gunnar Andsberg,1,6,0.0,0.000358658616773268
 Gustavo R Morel,1,6,0.0,0.000358658616773268
 Guy Bielicki,1,6,0.0,0.000358658616773268
 Gyorgy Levay,1,6,0.0,0.000358658616773268
 Görsev G Yener,1,6,0.0,0.000358658616773268
 Gülin Özmüş,1,6,0.0,0.000358658616773268
 H Apaydin,1,6,0.0,0.000358658616773268
 H D Chern,1,6,0.0,0.000358658616773268
 H G Birnbaum,1,6,0.0,0.000358658616773268
 H G E Meijer,1,6,0.0,0.000358658616773268
 H Höffken,1,6,0.0,0.000358658616773268
 H J Chenery,1,6,0.0,0.000358658616773268
 H Jiang,1,6,0.0,0.000358658616773268
 H Larjonmaa,1,6,0.0,0.000358658616773268
 H Nissinen,1,6,0.0,0.000358658616773268
 H S Kim,1,6,0.0,0.000358658616773268
 H S Levin,1,6,0.0,0.000358658616773268
 H S Lim,1,6,0.0,0.000358658616773268
 H Sato,1,6,0.0,0.000358658616773268
 H Wear,1,6,0.0,0.000358658616773268
 Hae Ri Na,1,6,0.0,0.000358658616773268
 Hae-Jeong Park,1,6,0.0,0.000358658616773268
 Hagit N Baris,1,6,0.0,0.000358658616773268
 Hamde Nazar,1,6,0.0,0.000358658616773268
 Hank Dudek,1,6,0.0,0.000358658616773268
 Hans-Wilhelm Müller,1,6,0.0,0.000358658616773268
 Harpreet Gahir,1,6,0.0,0.000358658616773268
 Hayley Christy van Dyk,1,6,0.0,0.000358658616773268
 Heinz Herbst,1,6,0.0,0.000358658616773268
 Helen Gaeta,1,6,0.0,0.000358658616773268
 Helenice Charchat-Fichman,1,6,0.0,0.000358658616773268
 Helgi B Schiöth,1,6,0.0,0.000358658616773268
 Hengli Dou,1,6,0.0,0.000358658616773268
 Henry Sershen,1,6,0.0,0.000358658616773268
 Hermann Lübbert,1,6,0.0,0.000358658616773268
 Hesam Khodadadi,1,6,0.0,0.000358658616773268
 Hi Joon Park,1,6,0.0,0.000358658616773268
 Hidehiro Mizusawa,1,6,0.0,0.000358658616773268
 Hidekazu Niikawa,1,6,0.0,0.000358658616773268
 Hidekazu Tomimoto,1,6,0.0,0.000358658616773268
 Hidenao Sasaki,1,6,0.0,0.000358658616773268
 Hidetoshi Uemura,1,6,0.0,0.000358658616773268
 Hideya Sakaguchi,1,6,0.0,0.000358658616773268
 Hilde Williams,1,6,0.0,0.000358658616773268
 Hiroshi Nagasaki,1,6,0.0,0.000358658616773268
 Hitesh Singh Chaouhan,1,6,0.0,0.000358658616773268
 Hon Chung Fung,1,6,0.0,0.000358658616773268
 Hongjie Wang,1,6,0.0,0.000358658616773268
 Hua Zhao,1,6,0.0,0.000358658616773268
 Huayu Tian,1,6,0.0,0.000358658616773268
 Hubert G M Leufkens,1,6,0.0,0.000358658616773268
 Huey-Shinn Cheng,1,6,0.0,0.000358658616773268
 Hui Kong,1,6,0.0,0.000358658616773268
 Humberto Rodríguez-Rocha,1,6,0.0,0.000358658616773268
 Héctor R Martínez,1,6,0.0,0.000358658616773268
 I A Iudina-Vassel,1,6,0.0,0.000358658616773268
 I Aprile,1,6,0.0,0.000358658616773268
 I G McKeith,1,6,0.0,0.000358658616773268
 I Reenilä,1,6,0.0,0.000358658616773268
 I Rohde,1,6,0.0,0.000358658616773268
 I-U Song,1,6,0.0,0.000358658616773268
 Ian D Connolly,1,6,0.0,0.000358658616773268
 Ian F Harrison,1,6,0.0,0.000358658616773268
 Ian G Tucker,1,6,0.0,0.000358658616773268
 Ian Gerard,1,6,0.0,0.000358658616773268
 Ian McKeith,1,6,0.0,0.000358658616773268
 Ian S McLennan,1,6,0.0,0.000358658616773268
 Ibukun Dorcas Akinrinade,1,6,0.0,0.000358658616773268
 Ichiro Akiguchi,1,6,0.0,0.000358658616773268
 Ichiro Yabe,1,6,0.0,0.000358658616773268
 Ignacio Obeso,1,6,0.0,0.000358658616773268
 Ikuko Nagatsu,1,6,0.0,0.000358658616773268
 Il Hwan Choe,1,6,0.0,0.000358658616773268
 Ilana Kremer,1,6,0.0,0.000358658616773268
 Ilaria Ciari,1,6,0.0,0.000358658616773268
 Ilaria Graziani,1,6,0.0,0.000358658616773268
 In Joo Kim,1,6,0.0,0.000358658616773268
 Ingmar Wellach,1,6,0.0,0.000358658616773268
 Irena Smaga,1,6,0.0,0.000358658616773268
 Isabelle Korn-Lubetzki,1,6,0.0,0.000358658616773268
 Istvan Gacsalyi,1,6,0.0,0.000358658616773268
 István Sziráki,1,6,0.0,0.000358658616773268
 J Allen,1,6,0.0,0.000358658616773268
 J B Lampe,1,6,0.0,0.000358658616773268
 J B Penney,1,6,0.0,0.000358658616773268
 J Brown,1,6,0.0,0.000358658616773268
 J Brunelin,1,6,0.0,0.000358658616773268
 J C Möller,1,6,0.0,0.000358658616773268
 J C Rothwell,1,6,0.0,0.000358658616773268
 J Dawson,1,6,0.0,0.000358658616773268
 J E Andrich,1,6,0.0,0.000358658616773268
 J E Deutsch,1,6,0.0,0.000358658616773268
 J G Morris,1,6,0.0,0.000358658616773268
 J Hodges,1,6,0.0,0.000358658616773268
 J Ilsemann,1,6,0.0,0.000358658616773268
 J J Muñoz-Torrero,1,6,0.0,0.000358658616773268
 J Jankovic,1,6,0.0,0.000358658616773268
 J M Martín-Linares,1,6,0.0,0.000358658616773268
 J M Rigo,1,6,0.0,0.000358658616773268
 J P Cabello,1,6,0.0,0.000358658616773268
 J S H Vles,1,6,0.0,0.000358658616773268
 J Shen,1,6,0.0,0.000358658616773268
 J Spildooren,1,6,0.0,0.000358658616773268
 J Standop,1,6,0.0,0.000358658616773268
 J T Epplen,1,6,0.0,0.000358658616773268
 J Vaamonde,1,6,0.0,0.000358658616773268
 J W Kuo,1,6,0.0,0.000358658616773268
 J Zhou,1,6,0.0,0.000358658616773268
 J-S Kim,1,6,0.0,0.000358658616773268
 Jacob H Gogarten,1,6,0.0,0.000358658616773268
 Jacob Lafo,1,6,0.0,0.000358658616773268
 Jacqueline Fournier,1,6,0.0,0.000358658616773268
 Jacqueline Höppner,1,6,0.0,0.000358658616773268
 Jacquie Deeb,1,6,0.0,0.000358658616773268
 Jae Hyun Park,1,6,0.0,0.000358658616773268
 Jae Meen Lee,1,6,0.0,0.000358658616773268
 Jaime Mata,1,6,0.0,0.000358658616773268
 Jaimie M Henderson,1,6,0.0,0.000358658616773268
 Jan A M Kremer,1,6,0.0,0.000358658616773268
 Jan-Peer Elshoff,1,6,0.0,0.000358658616773268
 Jane Morgan,1,6,0.0,0.000358658616773268
 Janette Tolich,1,6,0.0,0.000358658616773268
 Janis Noonan,1,6,0.0,0.000358658616773268
 Jasmine C Menant,1,6,0.0,0.000358658616773268
 Javad Fahanik-Babaei,1,6,0.0,0.000358658616773268
 Jayakumar Deepthy,1,6,0.0,0.000358658616773268
 Jean A Jaglin,1,6,0.0,0.000358658616773268
 Jean-Baptiste Pochon,1,6,0.0,0.000358658616773268
 Jean-Jacques Hauw,1,6,0.0,0.000358658616773268
 Jean-Louis Montastruc,1,6,0.0,0.000358658616773268
 Jean-Luc Houeto,1,6,0.0,0.000358658616773268
 Jeffrey Aberle,1,6,0.0,0.000358658616773268
 Jeffrey Kluger,1,6,0.0,0.000358658616773268
 Jeffrey R Binder,1,6,0.0,0.000358658616773268
 Jenny Stewart,1,6,0.0,0.000358658616773268
 Jenny U Johansson,1,6,0.0,0.000358658616773268
 Jens Standop,1,6,0.0,0.000358658616773268
 Jeppe Kirchhoff,1,6,0.0,0.000358658616773268
 Jeroen J M Hoozemans,1,6,0.0,0.000358658616773268
 Jerome Baufreton,1,6,0.0,0.000358658616773268
 Jes Brix Lauridsen,1,6,0.0,0.000358658616773268
 Jessica Sigvardson,1,6,0.0,0.000358658616773268
 Jesús Moreno,1,6,0.0,0.000358658616773268
 Ji Young Kim,1,6,0.0,0.000358658616773268
 Jia-Ching Shieh,1,6,0.0,0.000358658616773268
 Jia-Jin J Chen,1,6,0.0,0.000358658616773268
 Jia-Yi Wang,1,6,0.0,0.000358658616773268
 Jianguo Zhang,1,6,0.0,0.000358658616773268
 Jianhua Ding,1,6,0.0,0.000358658616773268
 Jianzhong Gao,1,6,0.0,0.000358658616773268
 Jie-Yi Xu,2,6,0.0,0.000358658616773268
 Jimena Garcia-Vega,1,6,0.0,0.000358658616773268
 Jin-Hong Zhang,1,6,0.0,0.000358658616773268
 Jinghong Ma,1,6,0.0,0.000358658616773268
 Jingjing Xiao,1,6,0.0,0.000358658616773268
 Joachim E Weber,1,6,0.0,0.000358658616773268
 Joakim Bergström,1,6,0.0,0.000358658616773268
 Joanna L Elson,1,6,0.0,0.000358658616773268
 Joanna Pera,1,6,0.0,0.000358658616773268
 Johan Van Beek,1,6,0.0,0.000358658616773268
 Johanna H M Driessen,1,6,0.0,0.000358658616773268
 John G J M Bol,1,6,0.0,0.000358658616773268
 John J Sidtis,1,6,0.0,0.000358658616773268
 John Kaaya,1,6,0.0,0.000358658616773268
 John Lafrancois,1,6,0.0,0.000358658616773268
 John Maguire,1,6,0.0,0.000358658616773268
 John N J Reynolds,1,6,0.0,0.000358658616773268
 John O'Brien,1,6,0.0,0.000358658616773268
 John Verhoef,1,6,0.0,0.000358658616773268
 Johnni Hansen,1,6,0.0,0.000358658616773268
 Jonathan D Karp,1,6,0.0,0.000358658616773268
 Jonathan Rubin,1,6,0.0,0.000358658616773268
 Jong Doo Lee,1,6,0.0,0.000358658616773268
 Joo Young Min,1,6,0.0,0.000358658616773268
 Joop M A van Gerven,1,6,0.0,0.000358658616773268
 Jose M Caramés,1,6,0.0,0.000358658616773268
 Jose M Carmena,1,6,0.0,0.000358658616773268
 Jose M Solís,1,6,0.0,0.000358658616773268
 Josef Zeitlhofer,1,6,0.0,0.000358658616773268
 Josep Saura,1,6,0.0,0.000358658616773268
 Joseph Claßen,1,6,0.0,0.000358658616773268
 Joseph P Giuffrida,1,6,0.0,0.000358658616773268
 Josh W Kurutz,1,6,0.0,0.000358658616773268
 José Antonio Molina,1,6,0.0,0.000358658616773268
 José Luis Albasanz,1,6,0.0,0.000358658616773268
 José Marey,1,6,0.0,0.000358658616773268
 José Maria Gómez-Arguelles,1,6,0.0,0.000358658616773268
 José Martínez-Rodríguez,1,6,0.0,0.000358658616773268
 Juan A Parga,1,6,0.0,0.000358658616773268
 Juan Li,1,6,0.0,0.000358658616773268
 Judit Ovádi,1,6,0.0,0.000358658616773268
 Julio Sepúlveda-Saavedra,1,6,0.0,0.000358658616773268
 Jun Peng,1,6,0.0,0.000358658616773268
 Jun-Liang Liu,1,6,0.0,0.000358658616773268
 Jun-ichi Takasaki,1,6,0.0,0.000358658616773268
 Jungang Wan,1,6,0.0,0.000358658616773268
 Junichi Ushiba,1,6,0.0,0.000358658616773268
 Junji Ikeda,1,6,0.0,0.000358658616773268
 Jussi Nurminen,1,6,0.0,0.000358658616773268
 Justine Renaud,1,6,0.0,0.000358658616773268
 Jyothi Kumar,1,6,0.0,0.000358658616773268
 Jyrki P Mäkelä,1,6,0.0,0.000358658616773268
 József Gaál,1,6,0.0,0.000358658616773268
 Jørgen H Olsen,1,6,0.0,0.000358658616773268
 K E Lyons,1,6,0.0,0.000358658616773268
 K H Chen,1,6,0.0,0.000358658616773268
 K Ito,1,6,0.0,0.000358658616773268
 K Kollewe,1,6,0.0,0.000358658616773268
 K Krampfl,1,6,0.0,0.000358658616773268
 K McIntire,1,6,0.0,0.000358658616773268
 K Mondon,1,6,0.0,0.000358658616773268
 K Rijkers,1,6,0.0,0.000358658616773268
 K Wawrowsky,1,6,0.0,0.000358658616773268
 K Z Sharman,1,6,0.0,0.000358658616773268
 K-S Lee,1,6,0.0,0.000358658616773268
 Kai Gao,1,6,0.0,0.000358658616773268
 Kai Hosman,1,6,0.0,0.000358658616773268
 Kang Zhou,1,6,0.0,0.000358658616773268
 Kangqiang Yang,1,6,0.0,0.000358658616773268
 Kannan Nithi,1,6,0.0,0.000358658616773268
 Karen Blindauer,1,6,0.0,0.000358658616773268
 Karen E Anderson,1,6,0.0,0.000358658616773268
 Karen E Duff,1,6,0.0,0.000358658616773268
 Karin Neubert,1,6,0.0,0.000358658616773268
 Katharina A Schindlbeck,1,6,0.0,0.000358658616773268
 Kathleen M Shannon,1,6,0.0,0.000358658616773268
 Katie Spangler,1,6,0.0,0.000358658616773268
 Katrin I Andreasson,1,6,0.0,0.000358658616773268
 Katrin Rau,1,6,0.0,0.000358658616773268
 Katsuo Kimura,1,6,0.0,0.000358658616773268
 Kayla A Wilson,1,6,0.0,0.000358658616773268
 Kazue Takahata,1,6,0.0,0.000358658616773268
 Kazuto Yoshida,1,6,0.0,0.000358658616773268
 Ke-Qin Zhang,1,6,0.0,0.000358658616773268
 Keerti Bhamidipati,1,6,0.0,0.000358658616773268
 Keiji Okamoto,1,6,0.0,0.000358658616773268
 Keiji Tanaka,1,6,0.0,0.000358658616773268
 Keiko Nishio,1,6,0.0,0.000358658616773268
 Kenichi Makino,1,6,0.0,0.000358658616773268
 Kenneth Sundaraj,1,6,0.0,0.000358658616773268
 Kenneth Thirstrup,1,6,0.0,0.000358658616773268
 Keunyoung Kim,1,6,0.0,0.000358658616773268
 Kevin A Briand,1,6,0.0,0.000358658616773268
 Kevin D Shockley,1,6,0.0,0.000358658616773268
 Khairiyah Mohamad,1,6,0.0,0.000358658616773268
 Khyati Bhatelia,1,6,0.0,0.000358658616773268
 Kimberly O'Hara,1,6,0.0,0.000358658616773268
 Kirstie Salinas,1,6,0.0,0.000358658616773268
 Kirthi Theja Bommakanti,1,6,0.0,0.000358658616773268
 Kjell Fuxe,1,6,0.0,0.000358658616773268
 Koichi Kato,1,6,0.0,0.000358658616773268
 Koji Kudo,1,6,0.0,0.000358658616773268
 Konrad Szewczyk-Krolikowski,1,6,0.0,0.000358658616773268
 Kortarou Tanaka,1,6,0.0,0.000358658616773268
 Krishna Madhuri Manda,1,6,0.0,0.000358658616773268
 Kritarth Singh,1,6,0.0,0.000358658616773268
 Kui Xu,1,6,0.0,0.000358658616773268
 Kunio Tashiro,1,6,0.0,0.000358658616773268
 Kuo Hsuan Chang,1,6,0.0,0.000358658616773268
 Kyle-Patrick A von Carlowitz,1,6,0.0,0.000358658616773268
 Kyoko Koishi,1,6,0.0,0.000358658616773268
 L A Arduini,1,6,0.0,0.000358658616773268
 L Goetz,1,6,0.0,0.000358658616773268
 L Hughes,1,6,0.0,0.000358658616773268
 L J Bour,1,6,0.0,0.000358658616773268
 L M A Romito,1,6,0.0,0.000358658616773268
 L Morgante,1,6,0.0,0.000358658616773268
 L Padua,1,6,0.0,0.000358658616773268
 L S Dure 4th,1,6,0.0,0.000358658616773268
 L Shen,1,6,0.0,0.000358658616773268
 Lajos Trón,1,6,0.0,0.000358658616773268
 Lakshmi Sripada,1,6,0.0,0.000358658616773268
 Lance Smith,1,6,0.0,0.000358658616773268
 Lanxiang Liu,1,6,0.0,0.000358658616773268
 Lara Kaulitz,1,6,0.0,0.000358658616773268
 Lars Lannfelt,1,6,0.0,0.000358658616773268
 Laszlo G Harsing Jr,1,6,0.0,0.000358658616773268
 Laurence D Snell,1,6,0.0,0.000358658616773268
 Le-Xin Wang,1,6,0.0,0.000358658616773268
 Leander K Mitchell,1,6,0.0,0.000358658616773268
 Leigh V Panlilio,1,6,0.0,0.000358658616773268
 Leslie J Findley,1,6,0.0,0.000358658616773268
 Li-Bo Li,1,6,0.0,0.000358658616773268
 Li-Juan Du,1,6,0.0,0.000358658616773268
 Lia S Nakao,1,6,0.0,0.000358658616773268
 Lian-Kun Song,1,6,0.0,0.000358658616773268
 Liang Liang,2,6,0.0,0.000358658616773268
 Liang Lin,1,6,0.0,0.000358658616773268
 Liang Wang,1,6,0.0,0.000358658616773268
 Liguang Sun,1,6,0.0,0.000358658616773268
 Limei Zhang,1,6,0.0,0.000358658616773268
 Limei Zhao,1,6,0.0,0.000358658616773268
 Linda L Sackett-Lundeen,1,6,0.0,0.000358658616773268
 Lindsey Kirsch-Darrow,1,6,0.0,0.000358658616773268
 Ling-Fei Xu,1,6,0.0,0.000358658616773268
 Ling-Gang Cheng,1,6,0.0,0.000358658616773268
 Lingwen Tang,1,6,0.0,0.000358658616773268
 Liping Ye,1,6,0.0,0.000358658616773268
 Liqun Yu,1,6,0.0,0.000358658616773268
 Lisa L Conant,1,6,0.0,0.000358658616773268
 Lisa Won,1,6,0.0,0.000358658616773268
 Lize Engelbrecht,1,6,0.0,0.000358658616773268
 London C Butterfield,1,6,0.0,0.000358658616773268
 Lorena Rela,1,6,0.0,0.000358658616773268
 Louise Allan,1,6,0.0,0.000358658616773268
 Lu Yao,1,6,0.0,0.000358658616773268
 Luc Mallet,1,6,0.0,0.000358658616773268
 Lucia Terzuoli,1,6,0.0,0.000358658616773268
 Luciana Dini,1,6,0.0,0.000358658616773268
 Luigi Romito,1,6,0.0,0.000358658616773268
 Luke Clark,1,6,0.0,0.000358658616773268
 Lusine Danielyan,1,6,0.0,0.000358658616773268
 M A Hely,1,6,0.0,0.000358658616773268
 M Adena,1,6,0.0,0.000358658616773268
 M B F Fonseca,1,6,0.0,0.000358658616773268
 M Bihler,1,6,0.0,0.000358658616773268
 M Carmen González,1,6,0.0,0.000358658616773268
 M Catherine Bennett,1,6,0.0,0.000358658616773268
 M Chaput,1,6,0.0,0.000358658616773268
 M Dulay,1,6,0.0,0.000358658616773268
 M F Contarino,1,6,0.0,0.000358658616773268
 M G Castro,1,6,0.0,0.000358658616773268
 M Gencik,1,6,0.0,0.000358658616773268
 M Jouma Katati,1,6,0.0,0.000358658616773268
 M Kankaanpää,1,6,0.0,0.000358658616773268
 M Kronenbürger,1,6,0.0,0.000358658616773268
 M L Tarrants,1,6,0.0,0.000358658616773268
 M Lanotte,1,6,0.0,0.000358658616773268
 M Ljubisavljević,1,6,0.0,0.000358658616773268
 M Manfredi,1,6,0.0,0.000358658616773268
 M Meersmans,1,6,0.0,0.000358658616773268
 M P Tarvainen,1,6,0.0,0.000358658616773268
 M Peters,1,6,0.0,0.000358658616773268
 M Plaze,1,6,0.0,0.000358658616773268
 M Plotkin,1,6,0.0,0.000358658616773268
 M R Davis,1,6,0.0,0.000358658616773268
 M Recalcati,1,6,0.0,0.000358658616773268
 M Rizzone,1,6,0.0,0.000358658616773268
 M Satiyan,1,6,0.0,0.000358658616773268
 M T Buongiorno,1,6,0.0,0.000358658616773268
 M U Ferraye,1,6,0.0,0.000358658616773268
 M W Aalbers,1,6,0.0,0.000358658616773268
 M Šíma,1,6,0.0,0.000358658616773268
 M-O Krebs,1,6,0.0,0.000358658616773268
 MaJosé Martí,1,6,0.0,0.000358658616773268
 Maciej Gawlik,1,6,0.0,0.000358658616773268
 Magali Alix,1,6,0.0,0.000358658616773268
 Mairena Martín,1,6,0.0,0.000358658616773268
 Makoto Taniguchi,1,6,0.0,0.000358658616773268
 Makoto Uchino,1,6,0.0,0.000358658616773268
 Maliha Shaikh,1,6,0.0,0.000358658616773268
 Mamata Mishra,1,6,0.0,0.000358658616773268
 Mana Ishibashi,1,6,0.0,0.000358658616773268
 Manfred Hallschmid,1,6,0.0,0.000358658616773268
 Manuel Rodríguez,1,6,0.0,0.000358658616773268
 Manuela Cruz,1,6,0.0,0.000358658616773268
 Marc B Rietberg,1,6,0.0,0.000358658616773268
 Marc-Andre Bedard,1,6,0.0,0.000358658616773268
 Marcelo Adachi,1,6,0.0,0.000358658616773268
 Marcelo Ms Lima,1,6,0.0,0.000358658616773268
 Margarita M Rudenok,1,6,0.0,0.000358658616773268
 Maria Cristina Rizzetti,1,6,0.0,0.000358658616773268
 Maria Cristina Tomasini,1,6,0.0,0.000358658616773268
 Maria D L Costa,1,6,0.0,0.000358658616773268
 Maria Giulia Giantin,1,6,0.0,0.000358658616773268
 Maria Nakou,1,6,0.0,0.000358658616773268
 Maria Paz Rebollo,1,6,0.0,0.000358658616773268
 Maria R Ciriolo,1,6,0.0,0.000358658616773268
 Maria-Jose Marti,1,6,0.0,0.000358658616773268
 Mariah Hindes,1,6,0.0,0.000358658616773268
 Mariana Palla Santos,1,6,0.0,0.000358658616773268
 Mariangela Zamburlini,1,6,0.0,0.000358658616773268
 Marianne Duhamel,1,6,0.0,0.000358658616773268
 Marie Foley Kijewski,1,6,0.0,0.000358658616773268
 Marie-Odile Habert,1,6,0.0,0.000358658616773268
 Marina Braun,1,6,0.0,0.000358658616773268
 Marina Fernando,1,6,0.0,0.000358658616773268
 Marine Seffals,1,6,0.0,0.000358658616773268
 Mario G Murer,1,6,0.0,0.000358658616773268
 Mario Gustavo Murer,1,6,0.0,0.000358658616773268
 Mark Chebli,1,6,0.0,0.000358658616773268
 Mark D Latt,1,6,0.0,0.000358658616773268
 Marta Barrachina,1,6,0.0,0.000358658616773268
 Martijn van der Eijk,1,6,0.0,0.000358658616773268
 Martin Bareš,1,6,0.0,0.000358658616773268
 Martin Gross,1,6,0.0,0.000358658616773268
 Martin Ingelsson,1,6,0.0,0.000358658616773268
